"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","2.5604","2.5604","2.5604","2.5604","2.5592","2.6918","3.0077","3.2416","3.3416","4.0944","4.4812","4.3069","4.708","4.8511","4.904","5.23","6.3282","6.3041","6.3311","6.9475","6.7573","6.8669","7.3828","7.5457","7.3766","8.5741","8.4977","8.9385","9.0758","9.1798","9.696","9.7204","9.998","9.5389","10.8081","10.7959","10.3192","10.3154","10.4041","11.276","10.586","10.3943","9.619","9.9706","10.4565","9.3411","11.6417","11.6667","11.8877","11.4495","11.3293","10.9494","10.6346","10.5543","10.5471",
"Mexico","MEX","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","1.1997","1.1997","1.1997","1.1997","1.3602","1.626","2.0023","1.966","1.9422","2.3234","2.3187","3.0095","3.0821","2.7837","3.107","3.3047","3.1329","3.1684","2.9587","2.9711","2.9075","2.195","2.7196","2.705","2.8381","2.8024","3.3665","3.268","3.4472","3.2151","3.2874","3.4619","2.6432","2.918","2.971","2.7518","2.8074","2.9097","2.7513","2.887","2.9124","2.8956","3.0444","3.4335","3.3668","3.0915","3.1866","2.7616","2.6265","2.5564","2.743","2.8076","2.5007","2.4713","2.4426",
"Marshall Islands","MHL","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","21.7745","21.7745","21.7745","21.7745","22.5114","24.7093","27.3149","31.0441","32.586","37.525","39.794","40.2913","41.8611","44.0781","47.9898","48.3216","51.4244","53.0904","56.8808","56.8543","58.5413","59.0137","60.9534","58.4041","61.9142","68.928","73.2008","73.5521","76.4263999999999","79.1852","77.7227","78.2579","83.9628","84.7515","88.7801","79.8685","84.8354","86.7196","85.8378999999999","95.0096","92.823","98.6156","99.9013","103.9453","100.8995","101.9423","99.8042","97.517","99.317","103.4675","107.7611","107.6312","103.7275","105.0346","106.6088",
"North Macedonia","MKD","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0091","0.0091","0.0091","0.0091","0.0092","0.0096","0.0101","0.0103","0.0108","0.0125","0.0118","0.0121","0.0126","0.0103","0.0202","0.0215","0.0156","0.0171","0.0126","0.0211","0.0171","0.0111","0.0269","0.0226","0.06","0.0536","0.0676","0.0578","0.0399","0.0354","0.0303","0.0157","0.0217","0.0126","0.0105","0.0113","0.0157","0.0129","0.0066","0.0035","0.016","0.0143","0.0193","0.0253","0.0225","0.0201","0.0214","0.024","0.0148","0.0241","0.0381","0.0206","0.0204","0.0201","0.0199",
"Mali","MLI","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1487","0.1136","0.1146","0.2286","0.369","0.3314","0.283","0.1916","0.1744","0.1992","0.1653","0.1429",
"Malta","MLT","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0574","0.0574","0.0574","0.0574","0.0599","0.0668","0.0674","0.0784","0.1067","0.1136","0.105","0.1455","0.1802","0.1807","0.2002","0.2106","0.1807","0.1446","0.105","0.1007","0.0908","0.0938","0.0855","0.0943","0.1738","0.1707","0.1853","0.2049","0.2085","0.1925","0.2554","0.1163","0.1969","0.1964","0.0896","0.074","0.0789","0.0805","0.088","0.099","0.1081","0.1251","0.1477","0.1711","0.262","0.2793","0.5061","0.6003","0.9248","0.8219","1.2538","0.99","1.3473","1.4967","1.6687",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","2.465","2.465","2.465","2.465","2.453","2.5743","2.8932","3.1303","3.2432","4.0058","4.3575","4.1661","4.5546","4.6233","4.6109","4.9388","6.0155","5.9179","5.9606","6.5152","6.293","6.404","6.9061","7.1324","7.0393","8.242","8.1543","8.5418","8.7434","8.8057","9.2902","9.2769","9.5567","9.0748","10.3519","10.4482","9.9407","9.8964","10.0998","10.975","10.3025","10.037","9.2315","9.6418","10.1282","8.9496","11.2094","11.2863","11.5077","11.1312","11.0952","10.6246","10.3318","10.2567","10.2536",
"Montenegro","MNE","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0365","0.0365","0.0365","0.0365","0.0392","0.0295","0.0117","0.0182","0.005","0.0063","0","0.0132","0.0126","0.0138","0.0189","0.0145","0.0151","0.0157","0.0113","0.0157","0.0126","0.0094","0.0094","0","0","0","0.0115","0.0082","0","0","0","0.0066","0.0126","0","0","0","0","0","0","0","0","0","0","0.0205","0.0215","0.0113","0.0111","0.0136","0.019","0.0124","0.0095","0.0102","0.0126","0.0133","0.0141",
"Malawi","MWI","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.1519","0.1519","0.1519","0.1519","0.09","0.1136","0.1281","0.1194","0.1537","0.2187","0.1887","0.2187","0.2448","0.2862","0.4473","0.4112","0.4084","0.3995","0.4707","0.6394","0.8997","0.9146","0.7375","0.7197","0.7967","0.5715","0.6401","0.835","1.0487","1.0631","1.048","0.9981","1.0941","1.1306","1.5474","1.2701","1.3707","1.4002","1.0826","1.5232","1.2718","1.3148","1.2739","1.5279","1.3658","1.1268","1.3017","1.2647","1.3815","1.3779","1.1747","1.4545","1.2248","1.2058","1.1893",
"North America","NAC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","3.8351","3.8351","3.8351","3.8351","3.6707","4.3379","4.5338","4.3705","4.71","5.0163","5.3583","4.9745","4.7691","5.5039","5.6623","5.8228","5.4957","5.6888","5.8263","6.0579","5.7494","5.9963","6.3369","6.6552","6.5485","6.795","6.9392","7.3988","7.2959","7.3624","7.4725","7.7471","8.0017","8.2164","7.6999","7.4324","8.3349","7.9291","7.4013","7.8186","8.7137","9.3418","9.7897","9.5536","9.7838","10.2787","10.1366","10.4218","10.2758","10.8332","10.929","10.1612","10.8294","11.6496","11.7237",
"Namibia","NAM","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0295","0.0295","0.0295","0.0295","0.0251","0.0361","0.0566","0.0613","0.0363","0.0789","0.1153","0.156","0.0863","0.121","0.1182","0.1492","0.0819","0.053","0.1037","0.1047","0.0841","0.0651","0.0732","0.0732","0.0786","0.0314","0.0424","0.0508","0.1079","0.1378","0.1293","0.2152","0.104","0.2047","0.1537","0.1623","0.2359","0.1606","0.291","0.1943","0.4904","0.1421","0.333","0.5692","0.3259","0.2617","0.3176","0.6533","0.6065","0.646","0.7779","1.2703","0.9849","1.0512","1.1236",
"Nicaragua","NIC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0623","0.0623","0.0623","0.0623","0.0429","0.0356","0.0477","0.0686","0.067","0.0372","0.0597","0.0459","0.0585","0.0908","0.0676","0.0852","0.1078","0.0583","0.1004","0.0298","0.0478","0.0383","0.0402","0.033","0.0185","0.0398","0.0463","0.0396","0.0377","0.0404","0.03","0.023","0.0228","0.0408","0.0316","0.0171","0.0482","0.0702","0.0756","0.0778","0.0788","0.0435","0.0812","0.0756","0.0554","0.1167","0.1094","0.1549","0.0669","0.0956","0.1532","0.1377","0.097","0.0901","0.0841",
"Netherlands","NLD","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0096","0.0096","0.0096","0.0096","0.0185","0.0231","0.0178","0.0086","0.005","0.0076","0.0112","0.0092","0.0061","0.0056","0.0064","0.0054","0.0066","0.0144","0.0115","0.0115","0.0115","0.022","0.022","0.0199","0.0388","0.0409","0.0471","0.0409","0.0325","0.0309","0.0487","0.0382","0.0267","0.0267","0.032","0.0267","0.0246","0.0414","0.0309","0.0372","0.0419","0.0272","0.0272","0.0272","0.0272","0.0288","0.0304","0.0304","0.0272","0.1135","0.1445","0.1528","0.1455","0.1685","0.1958",
"Norway","NOR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0009","0.0009","0.0009","0.0009","0.0013","0.0013","0.0013","0.0025","0.0009","0.0017","0.003","0.0019","0.0019","0.0024","0.0038","0.0044","0.0036","0.0042","0.0033","0.0022","0.0022","0","0","0","0.0031","0.0031","0.0031","0.0031","0.0031","0.0063","0.0094","0.0126","0.0094","0.0094","0.0157","0.0189","0.0157","0.0063","0","0","0","0.0094","0.0094","0.0099","0.0083","0.0072","0.0067","0.0054","0.0051","0.0062","0.0056","0.0051","0.0004","0.0004","0.0004",
"Nepal","NPL","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0267","0.0267","0.0267","0.0267","0.0228","0.016","0.0206","0.025","0.0237","0.0229","0.0226","0.0267","0.0279","0.0385","0.0355","0.0347","0.0412","0.0581","0.0511","0.06","0.0681","0.0743","0.1034","0.0921","0.1123","0.1142","0.123","0.1289","0.1439","0.1051","0.0889","0.0862","0.0909","0.0849","0.0294","0.0004","0.0038","0","0","0","0","0","0.1033","0.1725","0.1429","0.1764","0.1725","0.1938","0.2267","0.2341","0.1763","0.236","0.1114","0.0981","0.087",
"Nauru","NRU","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0922","0.0922","0.0922","0.0922","0.0525","0.0319","0.0717","0.0809","0.0789","0.0735","0.0452","0.0494","0.0593","0.0686","0.0591","0.0623","0.0592","0.093","0.0485","0.0528","0.1271","0.175","0.256","0.2761","0.3153","0.3628","0.3096","0.3387","0.3481","0.3174","0.4412","0.5105","0.5831","0.6393","0.6636","0.5437","0.5471","0.5465","0.5674","0.6329","0.6592","0.6495","0.6896","0.6392","0.714","0.7706","0.7059","0.8136","1.0173","1.0283","0.9962","0.9006","0.7104","0.7007","0.6911",
"OECD members","OED","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","21.4079","21.4079","21.4079","21.4079","20.6322","22.6742","23.9535","24.1378","26.2215","27.8882","28.6822","29.087","29.1231","30.495","30.4087","31.0813","31.6528","30.7644","31.089","31.3134","27.5019","25.8977","24.567","25.7353","26.2587","27.0479","28.8354","29.0736","28.8728","29.7215","29.1784","30.1024","29.1927","30.3114","30.3059","28.3938","27.8277","28.6081","26.7623","28.4594","29.3236","29.4799","31.0461","32.1278","32.0657","33.0194","33.9312","33.8416","30.9665","31.9478","33.0122","31.0042","29.8428","30.2344","30.1667",
"Oman","OMN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.1624","0.1624","0.1624","0.1624","0.1421","0.1625","0.138","0.1403","0.1262","0.1289","0.123","0.134","0.132","0.1473","0.1531","0.1509","0.1546","0.1615","0.1496","0.1298","0.1205","0.111","0.1116","0.1038","0.0948","0.0768","0.0838","0.0678","0.0686","0.061","0.0621","0.0749","0.0817","0.063","0.0682","0.0589","0.0409","0.0324","0.0696","0.0835","0.0641","0.0667","0.0667","0.0927","0.1024","0.1097","0.0976","0.0989","0.1105","0.1017","0.1016","0.0853","0.0783","0.0789","0.0797",
"Pakistan","PAK","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.5833","0.5833","0.5833","0.5833","0.5992","0.7542","0.8501","0.9349","1.0333","1.1046","1.1787","1.1615","1.3277","1.2786","1.2691","1.5575","1.9532","1.8586","1.9121","2.1598","2.1816","2.2022","2.4645","2.5435","2.6428","2.9817","3.0069","3.1545","3.0957","3.3236","3.3969","3.464","3.5191","3.7867","4.1953","4.4629","4.0206","4.4556","4.5802","5.331","4.723","4.7519","4.285","4.7903","5.0097","3.9966","5.5086","5.156","5.221","5.1982","5.4888","5.5854","5.1254","5.1192","5.1369",
"Panama","PAN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.2024","0.2024","0.2024","0.2024","0.2912","0.2118","0.2329","0.2411","0.2367","0.2071","0.1916","0.2117","0.1536","0.1224","0.1162","0.0878","0.2535","0.3284","0.3148","0.2289","0.1576","0.1235","0.1217","0.1974","0.2251","0.261","0.2891","0.3357","0.3314","0.3189","0.3609","0.3758","0.3875","0.3944","0.4051","0.433","0.4805","0.466","0.4951","0.5425","0.5316","0.5685","0.5912","0.7464","0.6997","0.9182","0.7921","0.9036","0.6984","1.1472","0.883","1.2647","0.973","0.9274","0.9142",
"Philippines","PHL","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.3696","0.3696","0.3696","0.3696","0.3941","0.3123","0.3562","0.3883","0.4207","0.4478","0.3678","0.3678","0.4024","0.4219","0.3242","0.3845","0.5686","0.7182","0.6917","0.7082","0.7335","0.6809","0.7363","0.7781","0.7184","0.6642","0.8966","1.1104","0.7169","0.9645","0.985","0.9325","0.9033","0.7948","0.9612","0.9638","0.9638","1.187","0.9837","0.9874","0.9491","0.9842","1.0356","1.2396","1.5724","1.3769","1.4932","1.5033","1.3916","1.2345","1.5007","1.25","1.2878","1.2323","1.1845",
"Palau","PLW","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","2.368","2.368","2.368","2.368","2.6665","2.8851","2.8459","2.9806","3.5201","3.267","3.4196","3.4137","3.3307","3.7196","3.1828","3.1891","3.4378","3.2976","3.6876","3.4786","1.6773","1.4147","1.6835","1.77","1.8328","1.8417","1.9454","1.9168","1.2754","1.3455","1.7179","1.7005","1.4373","1.6957","1.5725","1.6804","1.7563","1.8517","1.749","1.9209","1.8684","1.9779","2.1193","1.9245","1.7349","1.8265","1.9632","2.0226","1.7432","1.8978","1.9052","1.7747","1.6149","1.3497","1.3322",
"Pre-demographic dividend","PRE","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.3609","0.3609","0.3609","0.3609","0.4352","0.5817","0.5455","0.5892","0.5001","0.6092","0.6775","0.6723","0.5962","0.5357","0.6811","0.7226","0.5677","0.5655","0.7173","0.6082","0.5886","0.5309","0.5252","0.8469","0.7583","0.6022","0.8072","0.8404","0.8152","0.8523","0.8642","0.981","1.1897","0.5393","0.6124","0.7545","0.8713","0.6843","0.8468","0.8341","1.2911","0.9133","1.1922","2.0203","1.7643","1.4689","2.1061","2.3336","2.2343","2.3859","2.1461","2.5786","2.5269","2.6014","2.7052",
"Puerto Rico (US)","PRI","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.6427","0.6427","0.6427","0.6427","0.6677","0.6985","0.9205","1.0192","1.177","1.1801","1.1974","1.2227","1.2191","1.2521","1.2776","1.3231","1.2729","1.2729","1.342","1.3577","1.3756","1.3813","1.3711","1.3451","0.66","0.2153","0.1311","0.2519","0.2142","0.2247","0.2703","0.2253","0.2213","0.2213","0.2011","0.1697","0.2011","0.2294","0.1389","0.121","0.3514","0.4086","0.3536","0.2848","0.2351","0.158","0.214","0.2008","0.2966","0.117","0.0127","0.0244","0.0174","0.0173","0.0172",
"Portugal","PRT","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.2213","0.2213","0.2213","0.2213","0.1889","0.2382","0.2142","0.2365","0.2092","0.2181","0.1634","0.1531","0.156","0.1338","0.1208","0.1272","0.1316","0.1275","0.1209","0.1211","0.1339","0.1205","0.1042","0.1058","0.0901","0.0838","0.0728","0.0634","0.0623","0.0592","0.054","0.0524","0.0524","0.0524","0.0529","0.0508","0.0513","0.0471","0.0502","0.0519","0.0551","0.0414","0.0414","0.0414","0.0335","0.0398","0.0335","0.0368","0.0338","0.0365","0.0348","0.0188","0.0109","0.0093","0.0083",
"Paraguay","PRY","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0285","0.0313","0.0355","0.0602","0.0436","0.0547","0.0334","0.0484","0.0443","0.0504","0.0778","0.075","0.08","0.032","0.0309","0.03",
"West Bank and Gaza","PSE","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","19.855","19.855","19.855","19.855","19.1005","20.4699","21.3319","21.6354","23.2362","24.7548","25.526","25.8031","25.4998","26.6708","26.8925","27.4254","27.7313","26.8123","26.7137","26.5305","24.1364","23.3325","20.9556","21.4704","22.0907","22.2346","23.265","23.3161","22.8395","23.4616","22.9934","23.7934","23.5741","23.8385","23.8426","22.2023","21.4153","22.393","22.2011","22.8708","24.15","24.7701","25.9304","26.4127","26.8933","27.2122","27.7695","29.0528","26.7245","28.0988","28.1477","26.4714","24.506","25.0236","25.0067",
"French Polynesia","PYF","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0.0003","0.0005","0.0005","0.0006","0.0009","0.0011","0.0013","0.0009","0.0009","0.0009","0.0008","0.0008","0.0008","0.0009","0.0017","0.0016","0.0024","0.0024","0.0031","0.0094","0.0094","0.0019","0.0019","0.0008","0.0013","0.0008","0.0014","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0014","0.0016","0.0016","0.0016","0.0018","0.0016","0.0018","0.0018","0.0018",
"Romania","ROU","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","1.0921","1.0921","1.0921","1.0921","1.2414","1.9156","1.5714","1.4771","1.9329","1.8291","1.5714","1.8983","1.8543","1.8936","1.7443","1.837","1.32","1.32","1.32","1.2304","1.3593","0.5029","0.5091","0.6003","0.3533","0.3489","0.3834","0.385","0.5249","0.3489","0.4651","0.4565","0.4007","0.3379","0.4699","0.4384","0.5044","0.5531","0.5971","0.5971","0.8166","0.9926","1.034","1.0487","0.9429","1.1476","1.1826","1.1971","1.1501","1.0175","1.1425","0.9608","0.8646","0.5599","0.5679",
"Russian Federation","RUS","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","5.0784","5.0784","5.0784","5.0784","5.4281","5.4281","5.6451","6.1825","6.2104","6.3112","6.8076","6.806","6.7896","7.1689","7.1167","7.1866","7.316","7.5398","7.1298","5.8819","5.4602","5.0385","4.6167","4.195","3.7732","3.3515","2.9297","2.508","2.0862","2.247","2.2037","2.3134","1.8826","2.1192","2.2557","2.3157","2.4289","3.0421","3.4406","3.8869","3.5589","3.9925","4.1936","3.9","3.8321","4.8022","5.45","4.6077","5.2609","5.9949","7.1664","5.6575","8.1336","8.1931","7.9893",
"Rwanda","RWA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","2.8704","2.8704","2.8704","2.8704","3.6386","3.5001","3.9907","4.8521","5.1662","6.0591","5.998","6.3943","6.8415","7.8433","9.0202","9.6026","11.0198","9.8486","12.2161","12.5735","13.1033","13.8941","14.5422","15.0612","16.1171","16.8898","17.9555","18.781","19.5211","20.2226","18.8907","19.528","18.1306","19.1837","20.2417","21.5091","23.2335","24.4313","25.425","25.9881","27.5261","28.1031","28.1004","27.9161","28.3312","28.8453","27.7848","28.3384","29.5722","31.8435","33.8221","32.231","33.5938","34.8177","35.7702",
"Saudi Arabia","SAU","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0.0053","0.0069","0.0016","0.0028","0.0204","0.038","0.0645","0.1453","0.205","0.2044","0.2302","0.3106","0.297","0.3541","0.3939","0.4086","0.4149","0.3646","0.2556","0.23","0.2661","0.3253","0.2593","0.2972","0.3426","0.3709","0.3693","0.3837","0.385","0.3143","0.3358","0.3845","0.2687","0.243","0.2441","0.3143","0.3452","0.2896","0.2801","0.3326","0.3467","0.3137","0.3099","0.2679","0.163","0.2484","0.2155","0.205","0.1952",
