"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"IDA & IBRD total","IBT","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","31.3017","31.3017","31.3017","31.3017","32.7998","35.9584","38.1766","42.3106","44.9275","49.5103","52.3902","53.1389","54.6208","57.7378","60.7652","61.3315","64.1913","66.2442","70.2402","68.3378","68.0672","66.7851","68.7542","66.2489","69.4919","76.0291","80.3193","80.0285","81.7854","84.5795","83.8122","84.4567000000001","89.4477","90.6531","95.256","86.4045","91.3172","94.11","93.4291","103.4021","101.0485","107.7527","109.7539","112.999","109.9511","112.1833","111.3888","108.2809","110.2112","115.2649","120.7154","118.8303","117.2163","117.9885","119.419",
"IDA total","IDA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","4.3899","4.3899","4.3899","4.3899","4.6144","4.7919","5.0389","5.4714","5.635","5.9233","6.5359","6.4767","6.6621","6.8915","6.9926","7.4097","7.7455","7.835","7.9367","7.5581","7.3785","7.1882","7.3553","7.3745","7.448","7.7303","7.9007","7.5841","7.2436","7.7541","7.9348","7.695","7.777","7.888","8.7948","8.8547","8.6821","9.4376","9.6335","10.3084","10.6106","10.1385","10.1727","11.4215","11.8144","10.8002","12.871","12.6359","13.2415","13.281","14.4335","14.5234","14.2457","14.5109","14.9194",
"IDA blend","IDB","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","3.2654","3.2654","3.2654","3.2654","3.4402","3.6061","3.7452","4.0324","4.1432","4.288","4.6833","4.733","4.8286","4.9616","4.9079","5.2653","5.5584","5.5423","5.5642","5.2482","5.0566","4.8477","4.8261","4.7918","4.6853","4.7062","4.6478","4.6083","4.4047","4.6292","4.7528","4.7426","4.7346","5.0067","5.4823","5.7518","5.7149","6.2206","6.6782","7.1754","7.2223","6.8374","6.6914","7.6081","7.5555","6.5145","8.2265","7.6381","7.9681","8.1319","8.6749","9.1367","8.2932","8.3113","8.4148",
"Indonesia","IDN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.5782","0.5782","0.5782","0.5782","0.632","0.6195","0.6575","0.8941","1.0088","1.1565","1.6494","1.8352","2.0476","1.9959","2.4241","2.5111","2.6211","2.8537","3.075","2.8903","3.1243","3.0385","3.2701","3.0813","3.1994","3.5059","3.8571","3.2623","3.7515","3.5738","3.5589","3.5692","3.994","4.1095","4.3403","4.5873","4.2312","4.5325","4.7981","5.8957","5.3935","5.0755","5.8411","5.0164","5.1607","5.8387","5.4364","5.7918","6.1572","5.9428","5.5838","5.8428","4.8951","4.8246","4.7816",
"IDA only","IDX","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","1.1245","1.1245","1.1245","1.1245","1.1742","1.1858","1.2937","1.439","1.4918","1.6353","1.8526","1.7437","1.8335","1.9299","2.0847","2.1444","2.1871","2.2927","2.3725","2.3099","2.3219","2.3405","2.5292","2.5827","2.7627","3.0241","3.2529","2.9758","2.8389","3.1249","3.182","2.9524","3.0424","2.8813","3.3125","3.1029","2.9672","3.217","2.9553","3.133","3.3883","3.3011","3.4813","3.8134","4.2589","4.2857","4.6445","4.9978","5.2734","5.1491","5.7586","5.3867","5.9525","6.1996","6.5046",
"Isle of Man","IMN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","2.462","2.462","2.462","2.462","3.2359","3.1233","3.5334","4.2887","4.5382","5.391","5.3107","5.766","6.1367","7.0405","8.1353","8.7471","10.0755","8.7907","11.0556","11.2683","11.8431","12.4567","13.0413","13.5067","14.4407","15.0086","15.9662","16.9928","17.6746","18.1477","16.8848","17.4263","16.0441","17.1071","17.9949","19.4124","21.1051","22.1268","23.2943","23.8766","25.2412","25.9393","25.8602","25.5587","25.6624","26.1607","25.3388","25.8574","26.91","29.1932","30.9691","29.2446","30.769","31.921","32.7915",
"Not classified","INX","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0336","0.0336","0.0336","0.0336","0.0207","0.0306","0.0339","0.0332","0.0426","0.0619","0.086","0.0833","0.1061","0.1048","0.1015","0.1339","0.1634","0.1367","0.099","0.1084","0.1116","0.1163","0.11","0.1477","0.1021","0.0927","0.0849","0.0974","0.1084","0.1006","0.1021","0.0911","0.0911","0.1273","0.0849","0.0534","0.0795","0.0509","0.0897","0.1142","0.0907","0.1198","0.0906","0.1357","0.1355","0.1532","0.1515","0.167","0.1648","0.1738","0.1839","0.1731","0.1489","0.1488","0.1487",
"Iran, Islamic Rep.","IRN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.2692","0.2692","0.2692","0.2692","0.3355","0.3313","0.3378","0.4323","0.312","0.5049","0.5638","0.721","0.9088","1.066","0.9048","0.8604","0.9343","0.928","0.9274","1.3485","1.0685","1.2126","1.5268","1.0359","1.1354","1.1525","1.252","1.485","1.5845","1.4308","1.5406","1.4957","1.49","1.563","1.7683","1.5547","1.8962","1.6395","1.8815","1.749","1.8255","1.4562","1.4976","1.2629","1.4279","1.0666","1.4067","1.5361","1.6365","1.6267","1.6263","1.6055","1.5991","1.6233","1.648",
"Iraq","IRQ","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0633","0.0633","0.0633","0.0633","0.0864","0.1614","0.1586","0.2","0.1971","0.1969","0.1424","0.0957","0.0954","0.0696","0.1301","0.1163","0.1241","0.1501","0.1659","0.1212","0.1084","0.1116","0.1037","0.3688","0.3939","0.3667","0.3991","0.4038","0.4216","0.4184","0.4031","0.3925","0.6902","0.0318","0.0054","0.1962","0.2191","0.1677","0.2169","0.2357","0.1914","0.2131","0.2408","0.3035","0.3335","0.2851","0.393","0.2595","0.3481","0.3504","0.1244","0.1148","0.1556","0.1378","0.1228",
"Iceland","ISL","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0072","0.0072","0.0072","0.0072","0.0088","0.0097","0.0101","0.0097","0.0097","0.0091","0.0082","0.0057","0.0044","0.0063","0.0063","0.0063","0.0057","0.005","0.0075","0.0044","0.0041","0.0038","0.006","0.0066","0.0101","0.0025","0.0022","0.0031","0.0016","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","0","0","0","0","0.0006","0.0007","0.0008","0.0009",
"Israel","ISR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0954","0.0954","0.0954","0.0954","0.1062","0.1172","0.1087","0.1039","0.0962","0.0849","0.102","0.1012","0.0872","0.0808","0.0864","0.0849","0.0811","0.0743","0.0713","0.0757","0.0688","0.0519","0.0581","0.044","0.0707","0.0911","0.0723","0.0676","0.0707","0.0739","0.0613","0.0674","0.0688","0.0772","0.068","0.0302","0.0395","0.0313","0.0324","0.0548","0.0362","0.0398","0.0383","0.0345","0.0435","0.0542","0.0811","0.062","0.0654","0.0457","0.0653","0.0717","0.0824","0.0877","0.0934",
"Italy","ITA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","1.0351","1.0351","1.0351","1.0351","1.0392","0.9974","0.99","1.1846","1.5115","1.5217","1.362","1.2352","1.2775","1.2831","1.2017","1.307","1.3828","1.2887","1.0869","0.9743","0.9895","1.2021","1.1204","1.211","1.2294","1.1367","1.2058","1.1712","1.2545","1.2823","1.2142","1.2194","1.1854","1.1288","0.9643","0.9271","0.9308","0.967","0.8177","0.8795","0.9308","0.8365","0.8994","0.925","0.869","0.9533","0.8847","0.8821","0.8418","0.8355","0.903","0.6211","0.6192","0.5729","0.5359",
"Jamaica","JAM","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0075","0.0075","0.0075","0.0075","0.0079","0.0077","0.0118","0.0088","0.0126","0.0156","0.0121","0.006","0.0192","0.0277","0.0245","0.0278","0.0134","0.0168","0.0263","0.0233","0.0175","0.0266","0.0293","0.0125","0.0042","0.0073","0.0042","0.0226","0.0293","0.0339","0.0213","0.0213","0.0087","0.01","0.0119","0.0287","0.0108","0.0126","0.0185","0.0181","0.0211","0.0211","0.0276","0.0239","0.0248","0.0247","0.0237","0.021","0.0248","0.0288","0.0215","0.015","0.0236","0.0239","0.0242",
"Japan","JPN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.5535","0.5535","0.5535","0.5535","0.4317","0.4331","0.4785","0.4689","0.4444","0.4703","1.2666","1.386","1.485","1.5164","1.4929","1.4331","1.4457","1.353","1.3687","1.3593","1.276","1.1786","1.1456","1.1789","1.2636","1.2031","1.174","1.133","1.084","1.0868","1.0472","1.0796","1.1503","1.0532","0.9997","0.9381","0.1152","0.7666","0.8662","0.7242","0.6631","0.7783","0.7234","0.7258","0.6642","0.6348","0.6851","0.6677","0.6383","0.618","0.6429","0.6106","0.6572","0.633","0.6265",
"Kazakhstan","KAZ","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0714","0.0714","0.0714","0.0714","0.0775","0.0775","0.0819","0.0919","0.0942","0.0968","0.0994","0.0997","0.0996","0.106","0.1061","0.1085","0.1126","0.1154","0.1071","0.0873","0.0819","0.0766","0.0712","0.0658","0.0605","0.0551","0.0497","0.0443","0.039","0.088","0.088","0.1226","0.1414","0.1414","0.1194","0.1226","0.1289","0.1349","0.154","0.154","0.1854","0.1791","0.1898","0.1077","0.2041","0.2296","0.2929","0.2782","0.3114","0.2205","0.2879","0.2248","0.1943","0.1945","0.1955",
"Kenya","KEN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0181","0.0181","0.0181","0.0181","0.0159","0.0156","0.0215","0.0195","0.0334","0.0346","0.033","0.0343","0.0352","0.0337","0.0472","0.0581","0.048","0.051","0.0782","0.0652","0.0638","0.0591","0.0429","0.0453","0.0424","0.0272","0.066","0.0587","0.0691","0.0738","0.0869","0.084","0.073","0.0912","0.1093","0.0934","0.1197","0.0684","0.101","0.0664","0.1115","0.0787","0.1065","0.1914","0.142","0.097","0.1591","0.149","0.1448","0.1837","0.2512","0.1965","0.1589","0.1603","0.1617",
"Kyrgyz Republic","KGZ","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.1572","0.1572","0.1572","0.1572","0.1705","0.1705","0.1804","0.2023","0.2073","0.2132","0.2188","0.2195","0.2193","0.2334","0.2335","0.2389","0.2479","0.254","0.2358","0.1922","0.1804","0.1686","0.1568","0.1449","0.1331","0.1213","0.1095","0.0976","0.0866","0.084","0.0871","0.022","0.022","0.027","0.0154","0.0101","0.0151","0.006","0.0119","0.0871","0.0669","0.0924","0.1006","0.0896","0.0839","0.0354","0.0285","0.1326","0.1131","0.1492","0.1026","0.1282","0.0775","0.0714","0.0684",
"Cambodia","KHM","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.4138","0.4138","0.4138","0.4138","0.5425","0.6509","0.4581","0.4359","0.495","0.4332","0.4361","0.3892","0.2637","0.3331","0.3575","0.3696","0.3715","0.3892","0.3998","0.4266","0.4277","0.3746","0.377","0.352","0.3567","0.3441","0.3363","0.4321","0.3457","0.3124","0.2984","0.3196","0.2103","0.207","0.2637","0.2095","0.181","0.1798","0.1681","0.1603","0.1524","0.1414","0.1446","0.3535","0.351","0.423","0.436","0.4136","0.159","0.1536","0.148","0.1641","0.1354","0.0812","0.0594",
"Kuwait","KWT","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.0002","0.0003","0.0008","0.0008","0.0008","0.0011","0.0006","0.0005","0.0013","0.0008","0","0","0.0013","0.0016","0.0016","0.0016","0.0031","0.0019","0.0016","0.0017","0.0011","0.0038","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0016","0.0024","0.0031","0.0031","0.0031","0.0031","0.0031","0.0031","0.0031","0.004","0.0031","0.0031","0.0031","0.0031",
"Latin America & Caribbean (excluding high income)","LAC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","3.795","3.795","3.795","3.795","4.0127","4.2916","5.2319","5.9","5.8445","6.5508","6.8196","7.0984","6.8228","6.0271","7.2143","7.375","7.9445","7.8533","7.2542","7.2931","7.2386","6.5991","7.049","7.2057","7.9063","7.9206","9.1844","9.7787","9.8787","9.8052","11.1598","10.6682","9.883","11.648","11.6381","10.5613","11.5407","13.2832","11.8133","12.0963","12.4024","14.6134","14.2437","15.3615","15.7854","15.1277","16.949","16.5282","16.3031","17.1718","19.5178","21.3336","20.1046","20.1417","20.4362",
"Lao PDR","LAO","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0836","0.0836","0.0836","0.0836","0.044","0.0377","0.0704","0.0625","0.0591","0.0503","0.0528","0.0566","0.0515","0.0314","0.0314","0","0","0","0","0","0","0.0086","0.0103","0.031","0.022","0.0943","0.066","0.0705","0.0684","0.0625","0.0662","0.0686","0.056","0.0561","0.0579","0.0249","0.0254","0.0409","0.0176","0.0171","0.0382","0.0325","0.0514","0.0526","0.0275","0.0464","0.0515","0.054","0.0331","0.0323","0.0318","0.0208","0.0186","0.0179","0.0174",
"Liberia","LBR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0254","0.0254","0.0254","0.0254","0.0305","0.0377","0.0453","0.0413","0.0503","0.069","0.087","0.089","0.0793","0.0886","0.0898","0.081","0.0863","0.0995","0.0718","0.0768","0.0849","0.0602","0.0504","0.0679","0.0418","0.0557","0.0321","0.0503","0.0492","0.0681","0.0439","0.0634","0.0477","0.0314","0.0409","0.0503","0.0503","0.0503","0.0503","0.0503","0.0513","0.0505","0.0559","0.0547","0.0314","0.0448","0.0134","0.0629","0.0265","0.0244","0.0217","0.0268","0.0087","0.0112","0.0112",
"St. Lucia","LCA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","4.0559","4.0559","4.0559","4.0559","4.2451","4.538","5.4723","6.1925","6.1934","6.8746","7.1355","7.3579","7.0726","6.3089","7.5462","7.7919","8.4714","8.4453","7.9122","7.9275","7.8796","7.2217","7.6598","7.8281","8.549","8.6759","10.068","10.6597","10.7606","10.5382","11.8996","11.3993","10.6712","12.5225","12.5739","11.5148","12.4518","14.2413","12.7709","13.0968","13.3251","15.6939","15.4012","16.2953","16.7635","16.1067","17.874","17.5024","17.2404","18.1628","20.5392","22.6004","21.1146","21.1688","21.502",
"Least developed countries: UN classification","LDC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.5187","0.5187","0.5187","0.5187","0.4984","0.6698","0.6616","0.7299","0.6871","0.8334","0.9175","0.9285","1.05","1.049","1.1941","1.199","1.2199","1.2777","1.3634","1.4801","1.458","1.5885","1.6487","1.7218","1.8156","1.982","2.246","2.0405","2.0077","2.2001","2.2264","2.2885","2.3147","2.201","2.3881","2.3217","2.2937","2.4705","2.2781","2.3276","2.6504","2.5383","2.761","3.2574","3.6646","3.6589","4.1908","4.2833","4.6683","4.572","4.9869","4.8635","5.3601","5.6127","5.9186",
"Low income","LIC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.8635","0.8635","0.8635","0.8635","0.8931","0.9654","1.1848","1.2252","1.3779","1.4431","1.627","1.5659","1.5555","1.5432","1.6645","1.7526","1.6303","1.6698","1.7567","1.7109","1.8069","1.672","1.7889","1.7457","1.1132","0.7727","0.7302","0.7886","0.5881","0.7103","0.837","0.6465","0.6518","0.6339","0.8336","0.7793","0.6051","0.6957","0.5137","0.5288","0.7211","0.7794","0.7164","0.6874","0.6729","0.5087","0.9111","1.0077","0.9609","0.7772","0.3873","0.415","0.5602","0.5583","0.5749",
"Liechtenstein","LIE","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.1732","0.1732","0.1732","0.1732","0.2455","0.1241","0.17","0.1801","0.2385","0.2247","0.2374","0.1933","0.1787","0.2026","0.2356","0.2329","0.229","0.2483","0.2698","0.2525","0.232","0.2483","0.2712","0.297","0.2964","0.2752","0.292","0.2736","0.3027","0.339","0.3328","0.3168","0.3253","0.2609","0.3445","0.2499","0.2671","0.2719","0.2774","0.286","0.3086","0.3555","0.3459","0.3546","0.392","0.4535","0.3065","0.2561","0.2876","0.2257","0.3542","0.183","0.3162","0.3282","0.3407",
"Lower middle income","LMC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","8.3991","8.3991","8.3991","8.3991","9.3265","9.3338","10.2661","11.6284","12.0764","13.5398","13.9069","14.3359","15.135","16.5355","17.4766","18.5742","21.1962","19.9064","22.5494","22.4044","22.7693","23.538","23.9364","24.7669","25.8673","27.1772","28.5366","29.4557","30.2741","31.241","30.6299","30.793","29.7807","30.7508","33.2092","34.1967","35.5387","37.4385","38.2127","40.2327","41.6805","42.1169","41.903","43.4911","44.0131","44.1411","44.9102","45.4795","47.199","49.0703","51.6983","50.5035","50.9142","52.0052","53.1043",
"Low & middle income","LMY","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","22.638","22.638","22.638","22.638","23.4045","25.6747","28.4997","32.2693","33.9639","38.9681","41.421","41.8572","43.4166","45.6213","49.6543","50.0742","53.0547","54.7602","58.6375","58.5652","60.3482","60.6857","62.7423","60.1498","63.0274","69.7007","73.931","74.3407","77.0145","79.8955","78.5597","78.9044","84.6146","85.3854","89.6137","80.6478","85.4405","87.4153","86.3516","95.5384","93.5441","99.395","100.6177","104.6327","101.5724","102.451","100.7153","98.5247","100.2779","104.2447","108.1484","108.0462","104.2877","105.5929","107.1837",
"Lesotho","LSO","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","17.2059","17.2059","17.2059","17.2059","17.4214","20.0593","20.8572","23.2263","25.4917","27.4942","29.2908","28.7245","29.2656","31.3754","32.7403","32.0009","32.1168","34.4559","36.7061","35.3905","35.0464","33.8518","34.234","31.5097","33.1985","37.6705","39.1846","38.1509","39.4136","41.554","41.6659","41.4839","47.9075","47.8688","48.9399","38.9119","41.8075","42.5188","39.9282","46.4261","43.13","49.7459","50.7203","52.5365","47.8852","51.2063","46.7041","43.3462","44.0657","46.2272","47.8097","47.7751","49.1975","48.7671","49.0549",
"Lithuania","LTU","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2862","0.3212","0.2776","0.2865","0.2855","0.2682","0.3073","0.4264","0.428","0.4652","0.4345","0.4332","0.474","0.4111","0.2877","0.2887","0.2897",
"Luxembourg","LUX","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0576","0.0576","0.0576","0.0576","0.0625","0.0625","0.0661","0.0741","0.0759","0.0781","0.0802","0.0804","0.0803","0.0855","0.0855","0.0875","0.0908","0.093","0.0864","0.0704","0.0661","0.0618","0.0574","0.0531","0.0488","0.0444","0.0419","0.0576","0.0478","0.0813","0.0659","0.0946","0.0856","0.0871","0.0818","0.0633","0.0815","0.0877","0.1053","0.1011","0.0964","0.097","0.1541","0.1598","0.1488","0.2006","0.1946","0.1814","0.1818","0.1933","0.2095","0.2113","0.2051","0.204","0.2031",
"Macao SAR, China","MAC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.2098","0.2098","0.2098","0.2098","0.1626","0.1565","0.211","0.1804","0.1949","0.2593","0.2656","0.1798","0.1867","0.2247","0.2008","0.2356","0.2514","0.2385","0.311","0.2904","0.3258","0.2794","0.2576","0.3344","0.289","0.3175","0.2615","0.369","0.373","0.4341","0.4627","0.4725","0.4782","0.4594","0.465","0.4248","0.463","0.4306","0.3667","0.3363","0.3499","0.3656","0.3709","0.5601","0.5219","0.4748","0.4942","0.6519","0.5741","0.5261","0.5262","0.2416","0.4083","0.3596","0.3169",
"Monaco","MCO","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.017","0.0173","0.0173","0.0989","0.0599","0.0791","0.1288","0.124","0.2026","0.1223","0.1454","0.1132","0.0688","0.0702","0.0717",
"Madagascar","MDG","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
